zone_id,node_count,edge_count,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency
Zone_DH253,173,396,0.013308,0.0452,0.0366,4.578,3,3,83.24,83.24,0.0173,3.8342,15.0,1.1404,0.016511,0.016511,1.6941,0.105922,0.0632,0.6145,0.082963,0.006944,0.044,0.0164,0.146335,0.043981
Zone_DH254,279,654,0.008432,0.026,0.0221,4.6882,7,7,96.77,96.77,0.0251,4.055,22.0,1.3171,0.008922,0.008922,1.6667,0.079383,0.042617,0.6291,0.06055,0.003704,0.0228,0.0089,0.110961,0.02284
Zone_DH255,330,790,0.007276,0.0336,0.0278,4.7879,4,4,57.58,57.58,0.0121,4.0665,17.0,0.9358,0.012643,0.012643,1.674,0.095356,0.051065,0.6421,0.072161,0.005263,0.0272,0.0126,0.131298,0.027193
Zone_DH256,263,646,0.009375,0.0396,0.0279,4.9125,7,7,96.96,96.96,0.0266,3.8189,22.0,1.3566,0.009912,0.009912,1.5888,0.079071,0.047456,0.6904,0.062272,0.003922,0.0288,0.0099,0.112717,0.028758
Zone_DH257,161,392,0.015217,0.0416,0.0331,4.8696,7,7,93.79,93.79,0.0435,3.774,17.0,1.3398,0.016954,0.016954,1.5729,0.104638,0.059797,0.6202,0.080983,0.006623,0.0353,0.0168,0.148025,0.03532
Zone_DH258,90,202,0.025218,0.0355,0.037,4.4889,4,4,95.56,95.56,0.0444,3.8639,14.0,1.4757,0.02736,0.02736,1.72,0.124102,0.086597,0.6602,0.10733,0.011628,0.0388,0.027,0.178013,0.03876
Zone_DH259,155,348,0.014579,0.0686,0.0495,4.4903,10,10,63.23,63.23,0.0645,3.6389,15.0,1.2048,0.024616,0.024616,1.2564,0.109455,0.088203,0.5738,0.100593,0.010204,0.0782,0.0244,0.160437,0.078231
Zone_DH260,200,407,0.010226,0.0481,0.0333,4.07,21,10,61.0,74.0,0.05,3.8212,24.0,1.6971,0.013927,0.013927,1.4653,0.063542,0.077135,0.6904,0.081833,0.006757,0.045,0.0138,0.124154,0.045045
Zone_DH261,110,198,0.016514,0.0345,0.0242,3.6,15,5,60.91,94.55,0.0455,3.9321,19.0,1.8116,0.018111,0.018111,1.6082,0.070344,0.072705,0.6161,0.097717,0.009615,0.0256,0.0179,0.14967,0.025641
Zone_DH262,72,120,0.023474,0.0588,0.0278,3.3333,16,4,27.78,81.94,0.0556,3.3736,16.0,1.8856,0.029223,0.029223,1.77,0.076145,0.081778,0.6217,0.129697,0.016949,0.0339,0.0287,0.183427,0.033898
Zone_DH263,48,114,0.050532,0.06,0.0521,4.75,3,3,83.33,83.33,0.0625,3.92,9.0,1.299,0.064103,0.064103,1.6,0.196148,0.111775,0.5494,0.157364,0.025,0.0208,0.0625,0.274486,0.020833
Zone_DH264,49,122,0.051871,0.1053,0.0782,4.9796,3,3,95.92,95.92,0.0612,3.9181,12.0,1.7143,0.056429,0.056429,1.541,0.160134,0.12213,0.5411,0.145303,0.021277,0.0816,0.0552,0.242045,0.08156
Zone_DH265,80,192,0.03038,0.0904,0.0688,4.8,1,1,100.0,100.0,0.0125,3.8323,17.0,1.9007,0.03038,0.03038,1.6667,0.111692,0.108241,0.5996,0.111327,0.0125,0.0688,0.03,0.174523,0.06875
Zone_DH266,107,256,0.022571,0.0917,0.0717,4.785,4,4,97.2,97.2,0.0374,3.8095,15.0,1.4501,0.023898,0.023898,1.625,0.114718,0.079129,0.566,0.097616,0.009615,0.0737,0.0237,0.165529,0.073718
Zone_DH267,122,274,0.018561,0.0879,0.0533,4.4918,11,11,89.34,89.34,0.0902,3.7781,15.0,1.358,0.022766,0.022766,1.6269,0.11369,0.078897,0.5515,0.095367,0.009174,0.0596,0.0226,0.162146,0.059633
Zone_DH268,173,422,0.014182,0.062,0.0462,4.8786,7,7,85.55,85.55,0.0405,3.5965,17.0,1.2925,0.017191,0.017191,1.5829,0.099893,0.063029,0.6497,0.081818,0.006757,0.0495,0.0171,0.144862,0.04955
Zone_DH269,409,1116,0.006688,0.0452,0.044,5.4572,1,1,100.0,100.0,0.0024,3.4267,23.0,1.1373,0.006688,0.006688,1.4659,0.068467,0.034627,0.6754,0.04921,0.002445,0.044,0.0067,0.095657,0.04401
Zone_DH270,446,1222,0.006157,0.0508,0.0478,5.4798,6,6,98.88,98.88,0.0135,3.4033,24.0,1.1364,0.006298,0.006298,1.4435,0.06894,0.03253,0.6505,0.047417,0.002268,0.0484,0.0063,0.09455,0.048375
Zone_DH271,330,876,0.008069,0.0496,0.0414,5.3091,3,3,99.39,99.39,0.0091,3.5316,21.0,1.156,0.008167,0.008167,1.4977,0.079138,0.037134,0.6164,0.054993,0.003049,0.0417,0.0081,0.108695,0.041667
Zone_DH272,262,658,0.009622,0.0498,0.042,5.0229,2,2,99.62,99.62,0.0076,3.3775,19.0,1.1738,0.009696,0.009696,1.5866,0.084167,0.044143,0.6285,0.06163,0.003831,0.0421,0.0097,0.115432,0.042146
Zone_DH273,249,630,0.010202,0.052,0.0408,5.0602,4,4,98.8,98.8,0.0161,3.6431,19.0,1.2041,0.010453,0.010453,1.5619,0.082437,0.047173,0.648,0.063512,0.004065,0.0413,0.0104,0.115428,0.041328
Zone_DH274,211,524,0.011826,0.0378,0.0316,4.9668,4,4,98.58,98.58,0.019,3.7853,19.0,1.308,0.01217,0.01217,1.5878,0.090005,0.049581,0.6619,0.069051,0.004808,0.0321,0.0121,0.124777,0.032051
Zone_DH275,195,484,0.012794,0.0485,0.0359,4.9641,2,2,99.49,99.49,0.0103,3.8619,18.0,1.289,0.012927,0.012927,1.6033,0.091471,0.052788,0.6321,0.071506,0.005155,0.0361,0.0129,0.129209,0.036082
Zone_DH276,224,582,0.011651,0.0547,0.0424,5.1964,4,4,98.66,98.66,0.0179,3.8361,18.0,1.2027,0.01197,0.01197,1.5189,0.093839,0.045699,0.606,0.067023,0.004525,0.043,0.0119,0.130181,0.042986
Zone_DH277,213,540,0.011959,0.0714,0.0587,5.0704,4,4,98.59,98.59,0.0188,3.775,17.0,1.1648,0.012303,0.012303,1.5556,0.098261,0.045489,0.5934,0.068706,0.004762,0.0595,0.0122,0.13497,0.060714
Zone_DH278,136,342,0.018627,0.0863,0.0711,5.0294,2,2,97.06,97.06,0.0147,3.8269,13.0,1.1147,0.019431,0.019431,1.5714,0.12586,0.055364,0.5931,0.086644,0.007576,0.0732,0.0193,0.167432,0.074495
Zone_DH279,51,112,0.043922,0.163,0.1176,4.3922,3,3,96.08,96.08,0.0588,3.7139,10.0,1.4003,0.047619,0.047619,1.75,0.167058,0.110128,0.6175,0.142202,0.020408,0.1224,0.0466,0.233465,0.127551
Zone_DH281,35,82,0.068908,0.1714,0.1714,4.6857,3,3,94.29,94.29,0.0857,3.8021,9.0,1.5213,0.077652,0.077652,1.2073,0.206649,0.129826,0.4706,0.173537,0.030303,0.1818,0.0753,0.293578,0.181818
Zone_DH282,65,162,0.038942,0.1469,0.1051,4.9846,1,1,100.0,100.0,0.0154,4.0234,12.0,1.4884,0.038942,0.038942,1.6049,0.143829,0.098363,0.4732,0.123578,0.015385,0.1051,0.0383,0.208839,0.110256
Zone_DH283,69,158,0.033674,0.1533,0.0966,4.5797,3,3,97.1,97.1,0.0435,3.9952,13.0,1.565,0.03573,0.03573,1.6962,0.132681,0.101551,0.573,0.121576,0.014925,0.0995,0.0352,0.196155,0.104478
Zone_DH284,63,130,0.033282,0.0612,0.0423,4.127,3,3,96.83,96.83,0.0476,3.9781,16.0,2.0158,0.035519,0.035519,1.4077,0.122447,0.127542,0.6656,0.127458,0.016393,0.0437,0.0349,0.189132,0.043716
Zone_DH285,62,120,0.031729,0.0682,0.0323,3.871,6,6,90.32,90.32,0.0968,3.8542,12.0,1.524,0.038312,0.038312,1.4237,0.141867,0.114814,0.5848,0.133046,0.017857,0.0357,0.0376,0.205859,0.035714
Zone_DH286,56,128,0.041558,0.1154,0.0804,4.5714,1,1,100.0,100.0,0.0179,3.816,11.0,1.4699,0.041558,0.041558,1.75,0.155425,0.104335,0.5772,0.133043,0.017857,0.0804,0.0408,0.217722,0.080357
Zone_DH287,76,146,0.025614,0.0526,0.0241,3.8421,9,9,86.84,86.84,0.1184,3.5241,14.0,1.6059,0.0331,0.0331,1.8592,0.127084,0.110456,0.6516,0.122452,0.015152,0.0278,0.0326,0.186603,0.027778
Zone_DH288,267,620,0.00873,0.0368,0.0325,4.6442,14,14,93.63,93.63,0.0524,3.8168,20.0,1.224,0.009831,0.009831,1.634,0.084577,0.045052,0.6647,0.0629,0.004,0.0347,0.0098,0.116603,0.034667
Zone_DH289,553,1340,0.00439,0.0282,0.0222,4.8463,12,12,97.83,97.83,0.0217,4.1062,26.0,1.1056,0.00458,0.00458,2.0217,0.063825,0.029176,0.7142,0.042756,0.001848,0.0227,0.0046,0.085845,0.022674
Zone_DH290,632,1570,0.003937,0.03,0.0242,4.9684,2,2,99.84,99.84,0.0032,4.1258,31.0,1.2331,0.003949,0.003949,2.0096,0.053974,0.029142,0.7662,0.03958,0.001585,0.0242,0.0039,0.076859,0.024194
Zone_DH291,495,1250,0.005112,0.0445,0.0359,5.0505,7,7,73.33,73.33,0.0141,3.9023,23.0,1.0338,0.006971,0.006971,1.9814,0.072346,0.03593,0.6917,0.052187,0.002755,0.0329,0.007,0.099703,0.032874
Zone_DH292,316,848,0.008519,0.0434,0.0359,5.3671,7,7,48.42,48.42,0.0222,3.3338,15.0,0.8438,0.017458,0.017458,1.5074,0.109064,0.053607,0.5938,0.080318,0.006536,0.0327,0.0173,0.152385,0.03268
Zone_DH293,150,370,0.016555,0.0322,0.02,4.9333,10,10,56.67,56.67,0.0667,3.097,12.0,0.9798,0.033894,0.033894,1.405,0.143091,0.073361,0.5633,0.107778,0.011765,0.0353,0.0335,0.20313,0.035294
Zone_DH294,171,369,0.012693,0.0496,0.04,4.3158,8,5,83.04,85.38,0.0292,3.5754,25.0,1.9118,0.015352,0.015352,1.7969,0.071973,0.090338,0.6342,0.082184,0.006849,0.0468,0.0152,0.134342,0.046804
Zone_DH295,251,534,0.00851,0.0276,0.0179,4.255,18,6,84.86,95.62,0.0239,3.7175,24.0,1.5149,0.0091,0.0091,1.8391,0.062199,0.050307,0.6758,0.06417,0.004167,0.0188,0.0091,0.113825,0.01875
Zone_DH296,140,269,0.013823,0.0233,0.0119,3.8429,24,6,40.0,95.0,0.0429,3.9606,19.0,1.6058,0.015095,0.015095,1.5057,0.064507,0.041802,0.5975,0.086391,0.007519,0.0125,0.015,0.143316,0.012531
Zone_DH297,30,40,0.045977,0.0,0.0,2.6667,14,7,30.0,56.67,0.2333,3.4599,8.0,1.4606,0.095588,0.095588,1.9615,0.162671,0.114951,0.5343,0.241747,0.058824,0.0,0.09,0.348772,0.0
Zone_DH300,30,60,0.068966,0.0638,0.0778,4.0,4,4,90.0,90.0,0.1333,3.4066,8.0,1.4606,0.08547,0.08547,1.35,0.210849,0.157721,0.6103,0.191663,0.037037,0.0864,0.0823,0.300295,0.08642
Zone_DH301,64,144,0.035714,0.096,0.0573,4.5,5,5,89.06,89.06,0.0781,3.7289,14.0,1.75,0.043233,0.043233,1.6522,0.138934,0.117036,0.5891,0.131801,0.017544,0.0643,0.0425,0.212245,0.064327
Zone_DH302,74,156,0.028878,0.1385,0.0766,4.2162,9,9,67.57,67.57,0.1216,3.7639,10.0,1.1625,0.049796,0.049796,1.6393,0.167862,0.106667,0.5237,0.140743,0.02,0.0933,0.0488,0.239073,0.093333
Zone_DH303,108,228,0.01973,0.0474,0.034,4.2222,5,5,79.63,79.63,0.0463,3.5658,19.0,1.8283,0.025445,0.025445,1.8495,0.102749,0.111093,0.6667,0.107163,0.011628,0.0233,0.0251,0.163026,0.023256
Zone_DH304,302,812,0.008933,0.039,0.0359,5.3775,1,1,100.0,100.0,0.0033,2.8832,20.0,1.1509,0.008933,0.008933,1.4877,0.082285,0.039631,0.6512,0.057177,0.003311,0.0359,0.0089,0.112287,0.036976
Zone_DH305,354,962,0.007698,0.0512,0.0464,5.435,4,4,98.87,98.87,0.0113,2.987,21.0,1.1161,0.007859,0.007859,1.8229,0.07801,0.034755,0.6538,0.053161,0.002857,0.047,0.0078,0.106167,0.047905
Zone_DH306,286,722,0.008858,0.0698,0.0557,5.049,5,5,96.85,96.85,0.0175,3.4927,20.0,1.1826,0.009261,0.009261,1.9562,0.081356,0.041078,0.6237,0.059773,0.00361,0.0515,0.0092,0.112881,0.052708
Zone_DH307,260,650,0.009653,0.0705,0.0549,5.0,1,1,100.0,100.0,0.0038,3.7719,19.0,1.1783,0.009653,0.009653,2.0,0.084716,0.042832,0.6249,0.061725,0.003846,0.0549,0.0096,0.115296,0.054872
Zone_DH308,215,524,0.011389,0.064,0.045,4.8744,3,3,99.07,99.07,0.014,3.8173,20.0,1.364,0.011604,0.011604,1.626,0.086724,0.049391,0.6593,0.068212,0.004695,0.0454,0.0115,0.121197,0.045383
Zone_DH309,137,328,0.017604,0.0714,0.0499,4.7883,3,3,98.54,98.54,0.0219,3.9422,23.0,1.965,0.018132,0.018132,1.6463,0.082126,0.0882,0.6743,0.085638,0.007407,0.0506,0.018,0.135614,0.050617
Zone_DH310,82,192,0.028907,0.0888,0.0569,4.6829,3,3,93.9,93.9,0.0366,3.8262,14.0,1.546,0.031784,0.031784,1.6559,0.125387,0.0938,0.6644,0.113358,0.012987,0.0606,0.0314,0.187469,0.060606
Zone_DH311,82,202,0.030413,0.0811,0.065,4.9268,3,3,97.56,97.56,0.0366,3.7483,13.0,1.4356,0.031962,0.031962,1.5842,0.139176,0.081432,0.5779,0.111309,0.0125,0.0667,0.0316,0.197778,0.066667
Zone_DH312,79,188,0.03051,0.1091,0.0844,4.7595,4,4,93.67,93.67,0.0506,3.7093,12.0,1.3501,0.034061,0.034061,1.6087,0.145189,0.088554,0.5315,0.115747,0.013514,0.0901,0.0336,0.204268,0.092342
Zone_DH313,59,136,0.039743,0.1271,0.0734,4.6102,2,2,98.31,98.31,0.0339,3.6905,11.0,1.4321,0.041137,0.041137,1.7059,0.15928,0.099149,0.6165,0.130617,0.017241,0.0747,0.0404,0.222823,0.077586
Zone_DH314,26,60,0.092308,0.18,0.1026,4.6154,1,1,100.0,100.0,0.0385,3.5647,7.0,1.3728,0.092308,0.092308,1.7333,0.235387,0.141154,0.5143,0.195172,0.038462,0.1026,0.0888,0.323653,0.112179
Zone_DH315,31,51,0.054839,0.0,0.0,3.2903,10,3,70.97,70.97,0.0968,3.3032,8.0,1.4368,0.095238,0.095238,1.5,0.216293,0.191991,0.5925,0.212469,0.045455,0.0,0.0909,0.312811,0.0
Zone_DH316,61,119,0.032514,0.0674,0.0546,3.9016,11,4,78.69,78.69,0.0656,3.7239,11.0,1.4084,0.046986,0.046986,1.3585,0.153724,0.123651,0.5495,0.143784,0.020833,0.0694,0.046,0.223975,0.069444
Zone_DH317,60,132,0.037288,0.1121,0.1,4.4,3,3,96.67,96.67,0.05,3.7157,11.0,1.4201,0.039927,0.039927,1.7576,0.158762,0.098209,0.6359,0.130702,0.017241,0.1034,0.0392,0.21663,0.103448
Zone_DH318,46,96,0.046377,0.0833,0.0435,4.1739,3,3,95.65,95.65,0.0652,3.8534,13.0,1.9167,0.05074,0.05074,1.375,0.139449,0.15446,0.5955,0.150186,0.022727,0.0455,0.0496,0.21788,0.045455
Zone_DH319,62,128,0.033845,0.0625,0.043,4.129,3,3,96.77,96.77,0.0484,3.9584,18.0,2.286,0.036158,0.036158,1.4062,0.10786,0.147434,0.6401,0.128577,0.016667,0.0444,0.0356,0.178471,0.044444
Zone_DH320,96,210,0.023026,0.1228,0.0868,4.375,4,4,96.88,96.88,0.0417,3.7056,15.0,1.5309,0.024544,0.024544,1.3286,0.117413,0.082555,0.6111,0.103219,0.010753,0.0896,0.0243,0.165504,0.09319
Zone_DH321,115,268,0.020442,0.0894,0.0725,4.6609,2,2,99.13,99.13,0.0174,3.4372,14.0,1.3055,0.020804,0.020804,1.7015,0.119643,0.067938,0.6338,0.093177,0.008772,0.0731,0.0206,0.162965,0.076023
Zone_DH322,121,264,0.018182,0.067,0.0551,4.3636,8,8,84.3,84.3,0.0661,3.78,13.0,1.1818,0.022908,0.022908,1.7288,0.131565,0.070735,0.6065,0.098426,0.009804,0.0392,0.0227,0.176338,0.039216
Zone_DH323,328,812,0.007571,0.0271,0.0183,4.9512,4,4,99.09,99.09,0.0122,4.0389,23.0,1.27,0.007711,0.007711,1.601,0.076134,0.039498,0.698,0.055153,0.003077,0.0185,0.0077,0.106262,0.018462
Zone_DH324,620,1564,0.004075,0.0376,0.0302,5.0452,6,6,98.71,98.71,0.0097,4.1264,28.0,1.1245,0.004167,0.004167,1.9641,0.058271,0.026427,0.7064,0.040209,0.001634,0.0306,0.0042,0.080365,0.030556
Zone_DH325,692,1764,0.003689,0.035,0.028,5.0983,7,7,98.84,98.84,0.0101,4.1417,29.0,1.1024,0.003767,0.003767,1.9432,0.055511,0.026309,0.7267,0.038045,0.001462,0.0283,0.0038,0.07545,0.028314
Zone_DH326,751,2004,0.003558,0.0218,0.0163,5.3369,5,5,99.07,99.07,0.0067,3.6786,45.0,1.6421,0.003614,0.003614,1.8619,0.041116,0.033193,0.779,0.036441,0.001344,0.0165,0.0036,0.065307,0.016935
Zone_DH327,649,1792,0.004261,0.0184,0.0146,5.5223,10,10,87.52,87.52,0.0154,3.1613,33.0,1.2954,0.004999,0.004999,1.4112,0.053268,0.033674,0.6907,0.041679,0.001761,0.0141,0.005,0.081668,0.014671
Zone_DH328,505,1308,0.005139,0.0194,0.0158,5.1802,25,25,91.68,91.68,0.0495,3.2449,29.0,1.2905,0.005937,0.005937,1.4583,0.06254,0.032769,0.6673,0.046141,0.00216,0.0173,0.0059,0.091622,0.017279
Zone_DH329,468,1063,0.004864,0.037,0.0274,4.5427,24,12,72.44,95.73,0.0256,3.7016,39.0,1.8028,0.005218,0.005218,1.7148,0.040501,0.036729,0.7555,0.046937,0.002232,0.0286,0.0052,0.076512,0.02939
Zone_DH330,657,1487,0.00345,0.0313,0.0236,4.5266,27,16,80.21,95.74,0.0244,3.6427,32.0,1.2484,0.003699,0.003699,1.7221,0.044173,0.026096,0.7059,0.039656,0.00159,0.0246,0.0037,0.077047,0.025172
Zone_DH331,721,1632,0.003144,0.0222,0.016,4.527,16,12,97.92,98.47,0.0166,3.7832,35.0,1.3035,0.003242,0.003242,1.7402,0.047137,0.028703,0.7,0.037342,0.001408,0.0162,0.0032,0.075652,0.016197
Zone_DH332,417,970,0.005592,0.0159,0.014,4.6523,13,11,96.16,96.64,0.0264,3.8168,28.0,1.3712,0.005938,0.005938,1.6757,0.059248,0.041,0.6902,0.049559,0.002481,0.0145,0.0059,0.090561,0.014475
Zone_DH333,233,546,0.010101,0.0297,0.0229,4.6867,10,8,80.26,80.26,0.0343,3.7133,20.0,1.3102,0.01357,0.01357,1.5847,0.085865,0.058463,0.6654,0.072739,0.005348,0.016,0.0135,0.1244,0.016934
Zone_DH334,163,420,0.015905,0.057,0.0429,5.1534,6,3,95.71,98.16,0.0184,4.0317,21.0,1.6448,0.016431,0.016431,1.9139,0.086695,0.070727,0.6331,0.078577,0.00625,0.0438,0.0163,0.13412,0.044792
Zone_DH335,153,410,0.01763,0.0584,0.0458,5.3595,4,4,95.42,95.42,0.0261,3.9808,20.0,1.6169,0.018895,0.018895,1.825,0.09197,0.073386,0.6938,0.082339,0.006849,0.0479,0.0188,0.142168,0.049087
Zone_DH336,69,152,0.032396,0.0256,0.0145,4.4058,5,5,81.16,81.16,0.0725,3.7113,12.0,1.4446,0.043506,0.043506,1.6716,0.144803,0.11425,0.6364,0.133119,0.017857,0.0179,0.0427,0.212122,0.017857
Zone_DH337,37,67,0.0503,0.1875,0.0811,3.6216,7,6,78.38,78.38,0.1622,3.7569,10.0,1.644,0.076355,0.076355,1.4032,0.183425,0.174786,0.5578,0.184884,0.034483,0.1034,0.0737,0.27168,0.103448
Zone_DH338,60,120,0.033898,0.1237,0.0889,4.0,7,6,78.33,78.33,0.1,3.8499,10.0,1.291,0.048104,0.048104,1.8077,0.161891,0.120794,0.6507,0.145041,0.021277,0.0638,0.0471,0.228339,0.06383
Zone_DH339,169,436,0.015356,0.0605,0.0611,5.1598,2,2,95.86,95.86,0.0118,3.0194,22.0,1.6923,0.016256,0.016256,1.5283,0.085359,0.069002,0.6775,0.077995,0.006173,0.0638,0.0162,0.132696,0.067901
Zone_DH340,238,634,0.01124,0.0686,0.062,5.3277,3,3,92.86,92.86,0.0126,3.1904,18.0,1.1668,0.012299,0.012299,1.8478,0.091679,0.045378,0.6105,0.066866,0.004525,0.0623,0.0122,0.1281,0.06644
Zone_DH341,210,502,0.011438,0.0721,0.0552,4.781,6,6,92.38,92.38,0.0286,3.6273,20.0,1.3801,0.012713,0.012713,2.0378,0.085065,0.061088,0.6493,0.071418,0.005155,0.0512,0.0126,0.123898,0.052921
Zone_DH342,182,436,0.013235,0.0771,0.0637,4.7912,6,6,97.25,97.25,0.033,3.9506,20.0,1.4825,0.013996,0.013996,2.0298,0.088278,0.063109,0.6312,0.074832,0.00565,0.0655,0.0139,0.12733,0.065537
Zone_DH343,150,358,0.016018,0.0671,0.0456,4.7733,2,2,99.33,99.33,0.0133,3.8826,18.0,1.4697,0.016234,0.016234,1.6648,0.096584,0.064924,0.6564,0.08155,0.006711,0.0459,0.0161,0.138324,0.045861
Zone_DH344,71,148,0.029779,0.1261,0.0775,4.169,8,8,73.24,73.24,0.1127,3.7318,12.0,1.4241,0.046003,0.046003,1.7049,0.146739,0.123621,0.6508,0.138045,0.019231,0.0737,0.0451,0.216251,0.073718
Zone_DH345,28,58,0.07672,0.1915,0.1786,4.1429,4,4,89.29,89.29,0.1429,3.4695,8.0,1.5119,0.096667,0.096667,1.2931,0.221372,0.161304,0.6141,0.19929,0.04,0.2,0.0928,0.31927,0.2
Zone_DH346,27,52,0.074074,0.15,0.0741,3.8519,6,6,74.07,74.07,0.2222,3.1378,7.0,1.3472,0.126316,0.126316,1.25,0.25629,0.168713,0.6073,0.222836,0.05,0.1,0.12,0.365624,0.1
Zone_DH347,15,30,0.142857,0.25,0.2222,4.0,4,4,60.0,60.0,0.2667,3.1069,3.0,0.7746,0.305556,0.305556,1.2273,0.494064,0.154762,0.4425,0.332139,0.111111,0.1111,0.2716,0.594907,0.111111
Zone_DH350,51,101,0.039608,0.0759,0.049,3.9608,11,4,80.39,80.39,0.0784,3.864,11.0,1.5403,0.057317,0.057317,1.7447,0.168256,0.132427,0.6153,0.155591,0.02439,0.061,0.0559,0.247116,0.060976
Zone_DH351,87,184,0.024592,0.0608,0.0326,4.2299,12,4,87.36,87.36,0.046,3.8207,15.0,1.6082,0.030877,0.030877,1.7273,0.117008,0.107008,0.6413,0.114256,0.013158,0.0373,0.0305,0.17672,0.037281
Zone_DH352,65,140,0.033654,0.0826,0.0744,4.3077,5,5,69.23,69.23,0.0769,3.5671,10.0,1.2403,0.049495,0.049495,1.8367,0.172838,0.114306,0.5174,0.148453,0.022222,0.0222,0.0484,0.240111,0.022222
Zone_DH353,35,64,0.053782,0.0,0.0,3.6571,4,4,85.71,85.71,0.1143,3.7408,11.0,1.8593,0.068966,0.068966,1.5,0.165827,0.187767,0.6,0.181857,0.033333,0.0,0.0667,0.258583,0.0
Zone_DH354,34,66,0.058824,0.0,0.0,3.8824,3,3,94.12,94.12,0.0882,3.4991,10.0,1.715,0.066532,0.066532,1.4545,0.183803,0.156519,0.6027,0.176027,0.03125,0.0,0.0645,0.264376,0.0
Zone_DH355,78,170,0.028305,0.1095,0.0726,4.359,4,4,94.87,94.87,0.0513,3.4949,12.0,1.3587,0.0311,0.0311,1.3214,0.136939,0.088148,0.6199,0.115732,0.013514,0.0766,0.0307,0.188465,0.081081
Zone_DH356,132,304,0.01758,0.0814,0.0631,4.6061,3,3,96.97,96.97,0.0227,3.4931,16.0,1.3926,0.018455,0.018455,1.7067,0.103785,0.069233,0.6096,0.087972,0.007812,0.0651,0.0183,0.146596,0.067708
Zone_DH357,170,392,0.013644,0.0706,0.0529,4.6118,8,8,85.29,85.29,0.0471,4.0266,14.0,1.0738,0.016762,0.016762,1.6571,0.112219,0.057913,0.6067,0.082625,0.006897,0.0322,0.0166,0.151761,0.032184
Zone_DH358,300,738,0.008227,0.0622,0.0506,4.92,7,7,75.0,75.0,0.0233,4.0913,20.0,1.1547,0.011429,0.011429,1.5625,0.089531,0.046621,0.6348,0.066345,0.004444,0.0407,0.0114,0.125993,0.040741
Zone_DH359,566,1410,0.004409,0.0449,0.0358,4.9823,11,11,62.37,62.37,0.0194,4.1275,29.0,1.219,0.007404,0.007404,1.9185,0.062327,0.044286,0.7177,0.052978,0.002833,0.0343,0.0074,0.095899,0.034278
Zone_DH360,794,1988,0.003157,0.0345,0.0287,5.0076,10,10,65.74,65.74,0.0126,3.99,28.0,0.9937,0.005067,0.005067,1.894,0.05963,0.031298,0.712,0.043547,0.001916,0.0292,0.0051,0.083914,0.029246
Zone_DH361,958,2452,0.002675,0.0209,0.0167,5.119,15,14,98.33,98.43,0.0146,3.5898,47.0,1.5185,0.002756,0.002756,1.5408,0.038316,0.028015,0.8078,0.032385,0.00106,0.017,0.0028,0.058215,0.017586
Zone_DH362,1223,3249,0.002174,0.0202,0.0174,5.3132,10,9,99.02,99.18,0.0074,3.3562,39.0,1.1152,0.002207,0.002207,1.4952,0.041866,0.020054,0.7659,0.028537,0.000824,0.0176,0.0022,0.059538,0.017862
Zone_DH363,1203,3126,0.002162,0.0166,0.013,5.197,12,12,99.0,99.0,0.01,3.4113,38.0,1.0956,0.002204,0.002204,1.525,0.043539,0.01809,0.7164,0.028797,0.00084,0.0132,0.0022,0.061502,0.013154
Zone_DH364,1084,2530,0.002155,0.0278,0.02,4.6679,40,14,85.89,97.79,0.0129,3.784,54.0,1.6401,0.002234,0.002234,1.6906,0.031486,0.024209,0.7904,0.03053,0.000943,0.0204,0.0022,0.056398,0.020755
Zone_DH365,1341,3027,0.001685,0.0317,0.0214,4.5145,27,13,96.27,98.43,0.0097,3.7921,44.0,1.2015,0.001728,0.001728,1.7547,0.03479,0.021463,0.7755,0.02738,0.000758,0.0217,0.0017,0.056142,0.02197
Zone_DH366,1485,3480,0.001579,0.0234,0.0176,4.6869,14,4,98.92,99.8,0.0027,3.8339,41.0,1.0639,0.001586,0.001586,1.7034,0.037399,0.01756,0.7337,0.025841,0.000675,0.0177,0.0016,0.056608,0.017656
Zone_DH367,1246,2974,0.001917,0.015,0.0128,4.7737,16,12,91.17,98.96,0.0096,3.6671,40.0,1.1332,0.001955,0.001955,1.6606,0.038422,0.018888,0.7082,0.028338,0.000811,0.013,0.002,0.059939,0.012976
Zone_DH368,953,2409,0.002655,0.017,0.0133,5.0556,16,10,94.12,94.86,0.0105,3.5652,38.0,1.2309,0.002826,0.002826,1.9593,0.043814,0.025076,0.7083,0.033093,0.001106,0.0129,0.0028,0.065507,0.01309
Zone_DH369,727,1903,0.003606,0.0401,0.0296,5.2352,16,14,96.42,96.84,0.0193,3.6657,35.0,1.2981,0.003797,0.003797,1.8733,0.046635,0.028704,0.7266,0.037502,0.00142,0.0306,0.0038,0.068804,0.031368
Zone_DH370,611,1666,0.00447,0.0438,0.0347,5.4534,8,8,97.71,97.71,0.0131,3.551,32.0,1.2946,0.004643,0.004643,1.8069,0.053833,0.031549,0.7121,0.04075,0.001675,0.0355,0.0046,0.078027,0.036991
