zone_id,node_count,edge_count,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency
Zone_DH009,16,32,0.133333,0.125,0.1042,4.0,2,2,93.75,93.75,0.125,2.7335,6.0,1.5,0.152381,0.152381,1.4062,0.310759,0.182418,0.5556,0.257078,0.066667,0.1111,0.1422,0.408912,0.111111
Zone_DH010,27,54,0.076923,0.1429,0.0988,4.0,3,3,92.59,92.59,0.1111,3.1434,9.0,1.7321,0.09,0.09,1.3889,0.211008,0.171304,0.6017,0.199077,0.04,0.1067,0.0864,0.305446,0.106667
Zone_DH011,20,34,0.089474,0.12,0.05,3.4,4,4,85.0,85.0,0.2,3.4992,7.0,1.5652,0.125,0.125,2.0,0.268392,0.192157,0.6068,0.241358,0.058824,0.0588,0.1176,0.369164,0.058824
Zone_DH012,21,40,0.095238,0.0,0.0,3.8095,3,3,52.38,52.38,0.1429,3.3464,4.0,0.8729,0.218182,0.218182,1.375,0.400204,0.177778,0.4752,0.300426,0.090909,0.0,0.1983,0.503333,0.0
Zone_DH013,30,68,0.078161,0.1053,0.0889,4.5333,2,2,96.67,96.67,0.0667,3.3252,8.0,1.4606,0.083744,0.083744,1.7059,0.221103,0.135286,0.4569,0.184929,0.034483,0.092,0.0809,0.306977,0.091954
Zone_DH014,35,74,0.062185,0.1053,0.0571,4.2286,3,3,85.71,85.71,0.0857,3.5239,8.0,1.3522,0.078161,0.078161,1.3235,0.204732,0.146141,0.5598,0.181767,0.033333,0.0667,0.0756,0.288126,0.066667
Zone_DH015,57,117,0.036654,0.0891,0.0561,4.1053,4,3,92.98,96.49,0.0526,3.5792,11.0,1.457,0.039394,0.039394,1.8803,0.14945,0.104819,0.6024,0.134229,0.018182,0.0582,0.0387,0.219694,0.062121
Zone_DH016,79,155,0.025154,0.0392,0.0131,3.9241,6,4,84.81,96.2,0.0506,3.5152,13.0,1.4626,0.027193,0.027193,1.9613,0.121681,0.08086,0.617,0.114216,0.013158,0.0136,0.0268,0.199015,0.015351
Zone_DH017,106,220,0.019766,0.0721,0.0569,4.1509,7,4,93.4,95.28,0.0377,3.6307,19.0,1.8454,0.021584,0.021584,1.8532,0.091839,0.096468,0.6081,0.099102,0.009901,0.0597,0.0214,0.158878,0.061056
Zone_DH018,113,240,0.018963,0.0849,0.0708,4.2478,13,4,63.72,85.84,0.0354,3.759,17.0,1.5992,0.023196,0.023196,1.7963,0.086474,0.069676,0.5982,0.101122,0.010309,0.0653,0.023,0.160027,0.065292
Zone_DH019,159,358,0.01425,0.071,0.0608,4.5031,13,1,56.6,100.0,0.0063,3.5116,20.0,1.5861,0.01425,0.01425,1.7765,0.062404,0.040935,0.6815,0.078915,0.006289,0.0608,0.0142,0.131077,0.060797
Zone_DH020,217,498,0.010625,0.0371,0.0261,4.5899,10,2,91.71,99.54,0.0092,3.1697,21.0,1.4256,0.010724,0.010724,1.7349,0.075438,0.050471,0.6545,0.067695,0.00463,0.0262,0.0107,0.122029,0.026235
Zone_DH021,222,518,0.010558,0.0519,0.0405,4.6667,9,3,95.95,99.1,0.0135,3.1611,22.0,1.4765,0.010751,0.010751,1.6988,0.074345,0.053204,0.5728,0.067138,0.004545,0.0409,0.0107,0.128923,0.040909
Zone_DH022,253,617,0.009678,0.0403,0.0336,4.8775,12,2,91.3,99.6,0.0079,3.3217,32.0,2.0118,0.009755,0.009755,1.6337,0.054766,0.063541,0.6129,0.062756,0.003968,0.0337,0.0097,0.105817,0.03373
Zone_DH023,239,588,0.010337,0.0484,0.0411,4.9205,14,3,81.59,94.56,0.0126,3.4345,22.0,1.4231,0.011131,0.011131,1.5972,0.071669,0.046265,0.6173,0.066215,0.004425,0.0435,0.0111,0.116511,0.04351
Zone_DH024,273,708,0.009535,0.0405,0.036,5.1868,2,2,99.63,99.63,0.0073,3.5529,27.0,1.6341,0.009605,0.009605,1.5367,0.067127,0.051778,0.6827,0.060382,0.003676,0.0362,0.0096,0.105586,0.037377
Zone_DH025,193,476,0.012845,0.0483,0.0415,4.9326,7,7,91.19,91.19,0.0363,3.5777,22.0,1.5836,0.014675,0.014675,1.5575,0.087229,0.065049,0.5885,0.075047,0.005682,0.0455,0.0146,0.131148,0.047348
Zone_DH026,133,320,0.018227,0.0526,0.0501,4.812,3,3,98.5,98.5,0.0226,3.7512,22.0,1.9076,0.01879,0.01879,1.6375,0.082191,0.091498,0.7075,0.086966,0.007634,0.0509,0.0186,0.13462,0.050891
Zone_DH027,67,138,0.031208,0.0545,0.0597,4.1194,7,7,74.63,74.63,0.1045,3.7767,12.0,1.466,0.047347,0.047347,1.7241,0.149608,0.124082,0.637,0.140777,0.02,0.08,0.0464,0.222573,0.08
Zone_DH028,122,296,0.020051,0.0328,0.026,4.8525,6,6,85.25,85.25,0.0492,3.6663,14.0,1.2675,0.024272,0.024272,1.6,0.122449,0.073361,0.5928,0.097506,0.009615,0.0144,0.024,0.174801,0.014423
Zone_DH029,157,373,0.015229,0.0574,0.035,4.7516,15,3,70.06,70.06,0.0191,3.876,14.0,1.1173,0.02352,0.02352,1.5603,0.123028,0.068136,0.5892,0.094813,0.009091,0.0288,0.0233,0.173377,0.028788
Zone_DH030,172,410,0.01394,0.0773,0.0572,4.7674,15,3,66.86,79.07,0.0174,3.8659,19.0,1.4487,0.018301,0.018301,1.619,0.084867,0.057474,0.6046,0.085287,0.007353,0.0723,0.0182,0.145832,0.074142
Zone_DH031,180,488,0.015146,0.0949,0.0806,5.4222,4,2,90.0,96.67,0.0111,3.801,22.0,1.6398,0.015913,0.015913,1.453,0.081685,0.061154,0.5923,0.075551,0.005747,0.0833,0.0158,0.131569,0.085728
Zone_DH032,118,322,0.023323,0.0571,0.0466,5.4576,2,2,94.92,94.92,0.0169,3.8354,14.0,1.2888,0.024936,0.024936,1.4452,0.123923,0.065339,0.5611,0.094125,0.008929,0.0491,0.0247,0.174622,0.050595
Zone_DH033,31,72,0.077419,0.05,0.0215,4.6452,1,1,100.0,100.0,0.0323,3.5957,7.0,1.2572,0.077419,0.077419,1.7222,0.238485,0.115462,0.5576,0.178743,0.032258,0.0215,0.0749,0.314524,0.021505
Zone_DH044,42,84,0.04878,0.0469,0.0238,4.0,4,4,80.95,80.95,0.0952,3.601,9.0,1.3887,0.065954,0.065954,1.8378,0.200569,0.131684,0.5855,0.17058,0.029412,0.0294,0.064,0.278984,0.029412
Zone_DH045,52,104,0.039216,0.0723,0.0385,4.0,5,5,90.38,90.38,0.0962,3.6724,13.0,1.8028,0.047179,0.047179,1.8431,0.144202,0.139233,0.6197,0.145087,0.021277,0.0426,0.0462,0.222466,0.042553
Zone_DH046,39,74,0.049933,0.05,0.0256,3.7949,8,8,76.92,76.92,0.2051,3.8234,8.0,1.281,0.08046,0.08046,1.7143,0.220371,0.129475,0.4919,0.181825,0.033333,0.0333,0.0778,0.306357,0.033333
Zone_DH047,44,94,0.049683,0.0411,0.0379,4.2727,3,3,54.55,54.55,0.0682,3.8257,8.9,1.3417,0.097826,0.097826,1.7778,0.212505,0.178689,0.5308,0.203378,0.041667,0.0694,0.0937,0.312962,0.069444
Zone_DH048,43,98,0.054264,0.0366,0.0233,4.5581,2,2,90.7,90.7,0.0465,3.579,9.0,1.3725,0.062078,0.062078,1.6957,0.188606,0.121567,0.4923,0.159369,0.025641,0.0256,0.0605,0.268419,0.025641
Zone_DH049,70,162,0.03354,0.0851,0.0667,4.6286,5,5,94.29,94.29,0.0714,3.9565,11.0,1.3148,0.037762,0.037762,1.6296,0.149886,0.091946,0.5425,0.122599,0.015152,0.0707,0.0372,0.210384,0.070707
Zone_DH050,98,219,0.023038,0.0721,0.0446,4.4694,5,1,92.86,100.0,0.0102,3.9175,13.0,1.3132,0.023038,0.023038,1.79,0.118471,0.069172,0.5762,0.100532,0.010204,0.0446,0.0228,0.177762,0.046769
Zone_DH051,162,328,0.012576,0.0263,0.0126,4.0494,5,1,93.21,100.0,0.0062,3.8933,22.0,1.7285,0.012576,0.012576,1.9756,0.078288,0.072839,0.6681,0.078221,0.006173,0.0126,0.0125,0.142601,0.013374
Zone_DH052,185,373,0.010958,0.0391,0.0326,4.0324,8,2,91.35,98.92,0.0108,3.8459,25.0,1.838,0.011139,0.011139,1.973,0.067297,0.070759,0.6692,0.073622,0.005464,0.033,0.0111,0.128431,0.033698
Zone_DH053,165,354,0.013082,0.0559,0.0434,4.2909,14,4,46.67,97.58,0.0242,3.8688,23.0,1.7905,0.013665,0.013665,1.8295,0.05703,0.048717,0.6839,0.078478,0.006211,0.0445,0.0136,0.122402,0.044513
Zone_DH054,288,684,0.008275,0.0497,0.0394,4.75,13,4,67.71,98.96,0.0139,3.6863,27.0,1.591,0.008451,0.008451,1.6667,0.051981,0.040569,0.678,0.05893,0.003509,0.0398,0.0084,0.105002,0.039766
Zone_DH055,403,999,0.006166,0.0363,0.0277,4.9578,7,3,92.56,97.52,0.0074,3.4968,25.0,1.2453,0.006368,0.006368,1.6024,0.060067,0.036892,0.6726,0.050202,0.002545,0.0284,0.0064,0.094859,0.028414
Zone_DH056,404,998,0.00613,0.0388,0.0312,4.9406,12,9,96.04,97.03,0.0223,3.4005,25.0,1.2438,0.006459,0.006459,1.9798,0.061256,0.039906,0.6378,0.050293,0.002551,0.0321,0.0064,0.099861,0.032143
Zone_DH057,496,1270,0.005173,0.0501,0.0422,5.121,9,9,98.39,98.39,0.0181,3.4071,39.0,1.7512,0.005344,0.005344,1.9213,0.045964,0.044335,0.7,0.045105,0.002049,0.0429,0.0053,0.081637,0.043579
Zone_DH058,501,1264,0.005046,0.0558,0.0461,5.0459,13,6,95.41,97.01,0.012,3.5231,34.0,1.519,0.005278,0.005278,1.9534,0.04921,0.040246,0.722,0.045167,0.002058,0.0475,0.0053,0.084127,0.048217
Zone_DH059,455,1179,0.005708,0.0626,0.0504,5.1824,9,3,74.95,99.56,0.0066,3.6553,30.0,1.4064,0.005758,0.005758,1.9211,0.048567,0.023996,0.6937,0.046783,0.002208,0.0506,0.0057,0.083541,0.052649
Zone_DH060,370,914,0.006694,0.0558,0.0423,4.9405,12,5,92.97,93.51,0.0135,3.6452,31.0,1.6116,0.007313,0.007313,1.5853,0.059107,0.046806,0.7103,0.053497,0.00289,0.0409,0.0073,0.093239,0.04263
Zone_DH061,335,826,0.007382,0.0501,0.0453,4.9313,3,1,99.4,100.0,0.003,3.6084,25.0,1.3659,0.007382,0.007382,1.6223,0.068985,0.040136,0.7178,0.054375,0.002985,0.0453,0.0074,0.099691,0.045274
Zone_DH062,249,571,0.009247,0.0609,0.0562,4.5863,4,3,98.8,99.2,0.012,3.7507,23.0,1.4576,0.009397,0.009397,1.7303,0.076187,0.050439,0.6584,0.063334,0.004049,0.0567,0.0094,0.109131,0.05668
Zone_DH063,245,579,0.009686,0.034,0.0238,4.7265,12,5,91.43,95.92,0.0204,3.911,26.0,1.6611,0.010311,0.010311,1.6578,0.069168,0.05334,0.6725,0.064866,0.004255,0.0248,0.0103,0.107973,0.024823
Zone_DH064,326,787,0.007428,0.0494,0.0368,4.8282,11,7,94.48,97.85,0.0215,3.9989,30.0,1.6615,0.007738,0.007738,1.6255,0.055439,0.05109,0.6785,0.055675,0.003135,0.0376,0.0077,0.101271,0.038401
Zone_DH065,399,1029,0.00648,0.0616,0.0489,5.1579,11,2,77.94,99.5,0.005,3.9218,32.0,1.602,0.006533,0.006533,1.5463,0.04684,0.031378,0.6978,0.04993,0.002519,0.0491,0.0065,0.091522,0.049748
Zone_DH066,469,1311,0.005973,0.0624,0.0539,5.5906,12,3,73.56,98.29,0.0064,3.8446,29.0,1.3391,0.006135,0.006135,1.7717,0.051411,0.028687,0.6364,0.046394,0.002169,0.0548,0.0061,0.088701,0.055712
Zone_DH067,329,900,0.00834,0.0614,0.0515,5.4711,12,5,89.97,98.48,0.0152,3.8601,20.0,1.1026,0.008581,0.008581,1.804,0.075248,0.033073,0.6036,0.055341,0.003086,0.0523,0.0086,0.110898,0.052778
Zone_DH068,180,464,0.014401,0.041,0.0315,5.1556,4,4,98.33,98.33,0.0222,3.6804,20.0,1.4907,0.014895,0.014895,1.9073,0.090599,0.05757,0.5913,0.074855,0.00565,0.032,0.0148,0.132581,0.032015
Zone_DH069,33,78,0.073864,0.0462,0.0303,4.7273,1,1,100.0,100.0,0.0303,2.9329,10.0,1.7408,0.073864,0.073864,1.2692,0.188012,0.14675,0.5441,0.17339,0.030303,0.0303,0.0716,0.279034,0.030303
Zone_DH072,16,28,0.116667,0.0,0.0,3.5,2,2,87.5,87.5,0.125,2.8963,5.0,1.25,0.142857,0.142857,1.6154,0.319144,0.188645,0.6505,0.265976,0.071429,0.0,0.1327,0.410989,0.0
Zone_DH073,15,24,0.114286,0.0,0.0,3.2,4,4,53.33,53.33,0.2667,2.8554,4.0,1.0328,0.25,0.25,1.7143,0.431976,0.238095,0.6,0.352342,0.125,0.0,0.2188,0.530952,0.0
Zone_DH074,23,46,0.090909,0.0,0.0,4.0,2,2,60.87,60.87,0.087,3.2721,6.0,1.2511,0.164835,0.164835,1.4,0.312268,0.195055,0.5184,0.266325,0.071429,0.0,0.1531,0.425602,0.0
Zone_DH075,20,42,0.110526,0.0,0.0,4.2,2,2,85.0,85.0,0.1,3.4594,6.0,1.3416,0.139706,0.139706,1.3421,0.295015,0.167647,0.5808,0.241586,0.058824,0.0,0.1315,0.396866,0.0
Zone_DH076,18,32,0.104575,0.0,0.0,3.5556,3,3,72.22,72.22,0.1667,3.5778,6.0,1.4142,0.166667,0.166667,1.5,0.305746,0.219114,0.5589,0.276299,0.076923,0.0,0.1538,0.421322,0.0
Zone_DH077,17,18,0.066176,0.0,0.0,2.1176,8,8,35.29,35.29,0.4706,2.7255,4.0,0.9701,0.333333,0.333333,1.8,0.490079,0.283333,0.5588,0.407267,0.166667,0.0,0.2778,0.6,0.0
Zone_DH078,25,38,0.063333,0.0,0.0,3.04,7,7,32.0,32.0,0.28,3.5766,4.0,0.8,0.25,0.25,1.7143,0.419097,0.25,0.5833,0.352412,0.125,0.0,0.2187,0.52619,0.0
Zone_DH079,70,156,0.032298,0.0692,0.0429,4.4571,2,2,95.71,95.71,0.0286,3.8972,12.0,1.4343,0.034374,0.034374,1.7632,0.142599,0.097557,0.6723,0.121485,0.014925,0.0448,0.0339,0.2023,0.047264
Zone_DH080,93,216,0.025245,0.0635,0.0341,4.6452,2,2,88.17,88.17,0.0215,3.9263,13.0,1.348,0.029509,0.029509,1.6735,0.129579,0.089968,0.6468,0.109801,0.012195,0.0386,0.0291,0.184809,0.04065
Zone_DH081,63,142,0.036354,0.0726,0.0556,4.5079,6,6,46.03,46.03,0.0952,3.8562,8.0,1.0079,0.091133,0.091133,1.5676,0.225942,0.133279,0.549,0.184738,0.034483,0.0632,0.088,0.323552,0.063218
Zone_DH082,50,104,0.042449,0.0732,0.0633,4.16,6,6,34.0,34.0,0.12,3.7045,5.0,0.7071,0.147059,0.147059,1.275,0.32918,0.142157,0.4513,0.241494,0.058824,0.0,0.1384,0.423775,0.0
Zone_DH083,48,104,0.046099,0.0714,0.0382,4.3333,3,3,89.58,89.58,0.0625,3.7011,11.0,1.5877,0.054264,0.054264,1.7551,0.166622,0.129028,0.5889,0.151775,0.023256,0.0426,0.053,0.243617,0.042636
Zone_DH084,59,136,0.039743,0.1026,0.0791,4.6102,4,4,94.92,94.92,0.0678,4.0132,12.0,1.5623,0.044156,0.044156,1.2353,0.144805,0.113956,0.5934,0.133123,0.017857,0.0833,0.0434,0.217864,0.083333
Zone_DH085,86,181,0.024761,0.0353,0.0233,4.2093,12,3,84.88,94.19,0.0349,3.9951,12.0,1.294,0.027469,0.027469,1.3652,0.128721,0.072391,0.6119,0.110586,0.012346,0.0247,0.0271,0.197708,0.024691
Zone_DH086,190,367,0.01022,0.0162,0.0105,3.8632,18,7,80.0,96.84,0.0368,3.8258,24.0,1.7411,0.010899,0.010899,2.0054,0.062749,0.057868,0.6669,0.073391,0.005435,0.0109,0.0108,0.126635,0.01087
Zone_DH087,196,363,0.009498,0.0083,0.0051,3.7041,20,6,51.53,96.94,0.0306,3.7199,25.0,1.7857,0.010053,0.010053,2.1053,0.045483,0.04169,0.6381,0.072243,0.005263,0.0053,0.01,0.110994,0.005263
Zone_DH088,128,238,0.014641,0.0293,0.0195,3.7188,21,11,39.84,46.09,0.0859,3.8776,10.0,0.8839,0.037113,0.037113,1.8583,0.144361,0.085203,0.5647,0.129568,0.016949,0.0141,0.0365,0.223997,0.014124
Zone_DH089,244,573,0.009664,0.0485,0.0362,4.6967,18,6,67.62,97.54,0.0246,3.6615,22.0,1.4084,0.010123,0.010123,1.6673,0.059626,0.039172,0.6644,0.064456,0.004202,0.0371,0.0101,0.113774,0.037115
Zone_DH090,321,779,0.007584,0.0389,0.0286,4.8536,9,6,90.03,90.97,0.0187,3.6518,23.0,1.2837,0.008532,0.008532,1.611,0.070661,0.047213,0.631,0.058212,0.003425,0.0314,0.0085,0.107508,0.031393
Zone_DH091,415,1032,0.006007,0.0386,0.0324,4.9735,6,4,94.46,95.18,0.0096,3.4814,33.0,1.6199,0.006387,0.006387,1.9869,0.053703,0.046379,0.6902,0.050103,0.002532,0.034,0.0064,0.088939,0.034008
Zone_DH092,562,1444,0.00458,0.0635,0.0512,5.1388,20,11,89.86,97.86,0.0196,3.4444,33.0,1.392,0.004769,0.004769,1.9097,0.049453,0.030836,0.7091,0.042484,0.001818,0.0523,0.0048,0.078411,0.052909
Zone_DH093,583,1515,0.004465,0.0648,0.0538,5.1973,9,4,80.96,99.49,0.0069,3.5471,30.0,1.2425,0.004511,0.004511,1.9142,0.047622,0.024573,0.7079,0.041357,0.001724,0.0541,0.0045,0.076335,0.054655
Zone_DH094,447,1117,0.005603,0.0806,0.0692,4.9978,14,7,54.36,98.43,0.0157,3.7614,31.0,1.4662,0.005772,0.005772,1.9731,0.04469,0.027081,0.7134,0.047462,0.002273,0.0703,0.0058,0.081892,0.072386
Zone_DH095,402,962,0.005968,0.0634,0.0496,4.7861,7,5,98.26,98.76,0.0124,3.6884,37.0,1.8454,0.006106,0.006106,2.0677,0.050904,0.04678,0.7519,0.049935,0.002519,0.0502,0.0061,0.08637,0.051679
Zone_DH096,380,886,0.006152,0.0566,0.0474,4.6632,12,3,93.42,98.16,0.0079,3.5237,24.0,1.2312,0.006299,0.006299,1.7071,0.069103,0.033477,0.71,0.051513,0.002681,0.042,0.0063,0.10176,0.042002
Zone_DH097,348,772,0.006393,0.0421,0.0283,4.4368,18,9,88.79,97.13,0.0259,3.6358,21.0,1.1257,0.006742,0.006742,1.7604,0.069685,0.035824,0.6633,0.054138,0.002959,0.0291,0.0067,0.107446,0.029093
Zone_DH098,321,750,0.007301,0.052,0.0431,4.6729,9,7,87.85,98.13,0.0218,3.8248,26.0,1.4512,0.007583,0.007583,1.68,0.058174,0.041341,0.7019,0.056061,0.003175,0.0439,0.0076,0.097736,0.044974
Zone_DH099,381,929,0.006417,0.0385,0.0289,4.8766,10,8,95.28,96.59,0.021,3.8343,30.0,1.5369,0.00679,0.00679,1.6052,0.057541,0.046412,0.6694,0.051847,0.002717,0.0299,0.0068,0.097942,0.030797
Zone_DH100,511,1360,0.005219,0.0487,0.0421,5.3229,4,1,94.91,100.0,0.002,3.89,30.0,1.3271,0.005219,0.005219,1.5029,0.052633,0.03333,0.6825,0.044044,0.001957,0.0421,0.0052,0.087089,0.042074
Zone_DH101,761,2143,0.003705,0.0495,0.0454,5.6321,6,3,58.48,99.74,0.0039,3.739,35.0,1.2687,0.003725,0.003725,1.7709,0.03935,0.018844,0.7403,0.036173,0.001318,0.0455,0.0037,0.074281,0.046157
Zone_DH102,730,2028,0.003811,0.0505,0.0466,5.5562,6,3,55.89,99.45,0.0041,3.7216,47.0,1.7395,0.003845,0.003845,1.7935,0.035222,0.021743,0.7128,0.036995,0.001377,0.0469,0.0038,0.074733,0.048026
Zone_DH103,477,1270,0.005593,0.053,0.0475,5.3249,10,4,55.14,56.6,0.0084,3.6885,21.0,0.9615,0.010244,0.010244,1.4516,0.080604,0.042391,0.5359,0.060704,0.003704,0.0438,0.0102,0.121906,0.045062
Zone_DH104,121,287,0.019766,0.0902,0.0716,4.7438,8,3,49.59,58.68,0.0248,3.5904,14.0,1.2727,0.033602,0.033602,1.7006,0.112354,0.087734,0.6767,0.118138,0.014085,0.1009,0.0331,0.190043,0.105634
Zone_DH106,15,28,0.133333,0.0,0.0,3.7333,1,1,100.0,100.0,0.0667,2.9852,6.0,1.5492,0.133333,0.133333,1.6071,0.300661,0.189744,0.6445,0.257009,0.066667,0.0,0.1244,0.394014,0.0
Zone_DH107,27,50,0.071225,0.0811,0.037,3.7037,3,3,92.59,92.59,0.1111,3.4333,7.1,1.3664,0.083333,0.083333,1.5,0.225643,0.157101,0.6598,0.199003,0.04,0.04,0.08,0.307153,0.04
Zone_DH108,36,64,0.050794,0.0652,0.0278,3.5556,7,7,58.33,58.33,0.1944,3.5182,7.0,1.1667,0.1,0.1,2.0,0.242324,0.173434,0.6504,0.21704,0.047619,0.0476,0.0952,0.335618,0.047619
Zone_DH109,57,120,0.037594,0.0316,0.0146,4.2105,5,5,75.44,75.44,0.0877,3.6531,10.0,1.3245,0.055371,0.055371,1.72,0.175962,0.12052,0.5562,0.15177,0.023256,0.0194,0.0541,0.250933,0.01938
Zone_DH110,65,162,0.038942,0.06,0.0487,4.9846,2,2,95.38,95.38,0.0308,3.8434,10.0,1.2403,0.041777,0.041777,1.5696,0.167412,0.086145,0.5451,0.126413,0.016129,0.0511,0.0411,0.230634,0.051075
Zone_DH111,50,116,0.047347,0.0588,0.03,4.64,2,2,98.0,98.0,0.04,3.8771,11.0,1.5556,0.04932,0.04932,1.6897,0.168796,0.10964,0.6022,0.142094,0.020408,0.0306,0.0483,0.238843,0.030612
Zone_DH112,27,52,0.074074,0.0732,0.0494,3.8519,3,3,92.59,92.59,0.1111,3.7483,8.0,1.5396,0.086667,0.086667,1.9231,0.221716,0.161594,0.6053,0.198914,0.04,0.0533,0.0832,0.308144,0.053333
Zone_DH113,28,48,0.063492,0.0,0.0,3.4286,5,5,78.57,78.57,0.1786,3.3035,9.0,1.7008,0.095238,0.095238,1.5,0.203778,0.205411,0.5444,0.212408,0.045455,0.0,0.0909,0.310995,0.0
Zone_DH114,73,166,0.031583,0.0643,0.032,4.5479,3,3,91.78,91.78,0.0411,3.7113,11.0,1.2875,0.03573,0.03573,1.6962,0.15245,0.088875,0.5893,0.121568,0.014925,0.0348,0.0352,0.211034,0.037313
Zone_DH115,99,242,0.024943,0.0664,0.0421,4.8889,4,4,95.96,95.96,0.0404,3.9593,11.0,1.1055,0.026876,0.026876,1.5833,0.143305,0.065678,0.6092,0.102062,0.010526,0.0439,0.0266,0.192294,0.045614
Zone_DH116,71,168,0.033803,0.0596,0.0376,4.7324,4,4,78.87,78.87,0.0563,3.9555,9.0,1.0681,0.046104,0.046104,1.5775,0.190459,0.081394,0.5825,0.132837,0.017857,0.0476,0.0453,0.249696,0.047619
Zone_DH117,61,138,0.037705,0.0526,0.0546,4.5246,3,3,72.13,72.13,0.0492,3.8588,12.0,1.5364,0.056025,0.056025,1.6604,0.16552,0.125516,0.633,0.150071,0.022727,0.0758,0.0548,0.247619,0.075758
Zone_DH118,49,116,0.04932,0.0566,0.0374,4.7347,2,2,97.96,97.96,0.0408,3.6861,9.0,1.2857,0.051418,0.051418,1.6552,0.189481,0.097286,0.5166,0.143576,0.020833,0.0382,0.0503,0.25605,0.038194
Zone_DH119,39,82,0.055331,0.0455,0.0256,4.2051,5,5,82.05,82.05,0.1282,3.5029,9.0,1.4412,0.076613,0.076613,1.6842,0.211263,0.131519,0.543,0.176146,0.03125,0.0312,0.0742,0.297758,0.03125
Zone_DH120,39,60,0.040486,0.0,0.0,3.0769,14,7,53.85,71.79,0.1795,3.4699,8.0,1.281,0.068783,0.068783,1.6154,0.182268,0.107041,0.5525,0.188131,0.035714,0.0,0.0663,0.294558,0.0
Zone_DH121,166,338,0.01234,0.0351,0.0241,4.0723,18,3,48.19,98.8,0.0181,3.5243,20.0,1.5523,0.012644,0.012644,1.9408,0.058045,0.042189,0.7237,0.077666,0.006098,0.0244,0.0126,0.127746,0.02439
Zone_DH122,208,441,0.010242,0.0344,0.0337,4.2404,21,7,61.06,94.71,0.0337,3.526,21.0,1.4561,0.011111,0.011111,1.8368,0.061062,0.044204,0.6868,0.070849,0.005076,0.0237,0.0111,0.117895,0.023689
Zone_DH123,112,226,0.018179,0.0323,0.0238,4.0357,13,13,62.5,62.5,0.1161,3.396,14.0,1.3229,0.03354,0.03354,1.7284,0.134626,0.100785,0.6547,0.11879,0.014286,0.0,0.0331,0.19925,0.0
Zone_DH124,114,252,0.019562,0.0981,0.0599,4.4211,11,11,75.44,75.44,0.0965,3.5744,16.0,1.4985,0.029275,0.029275,1.6075,0.11268,0.098391,0.6406,0.107396,0.011628,0.0678,0.0289,0.171475,0.067829
Zone_DH125,161,402,0.015606,0.0826,0.0673,4.9938,4,4,96.89,96.89,0.0248,3.6099,23.0,1.8127,0.01646,0.01646,1.5678,0.078565,0.080195,0.6595,0.079757,0.00641,0.0694,0.0164,0.125139,0.069444
Zone_DH126,245,614,0.010271,0.0547,0.0497,5.0122,5,5,91.84,91.84,0.0204,3.487,21.0,1.3416,0.011468,0.011468,1.5571,0.079709,0.055126,0.6692,0.066441,0.004444,0.0541,0.0114,0.113172,0.054074
Zone_DH127,523,1392,0.005099,0.0679,0.0554,5.3231,6,6,95.79,95.79,0.0115,3.5545,28.0,1.2244,0.005405,0.005405,1.4801,0.059471,0.033069,0.6197,0.044536,0.001996,0.0579,0.0054,0.084428,0.057884
Zone_DH128,550,1456,0.004822,0.0752,0.0647,5.2945,12,8,96.55,97.27,0.0145,3.6829,29.0,1.2366,0.005026,0.005026,1.8628,0.05741,0.032,0.608,0.043088,0.001869,0.0634,0.005,0.081908,0.063427
Zone_DH129,346,869,0.00728,0.0835,0.0754,5.0231,10,5,96.82,98.55,0.0145,3.8564,28.0,1.5053,0.007478,0.007478,1.9666,0.059608,0.04575,0.7026,0.053923,0.002933,0.0765,0.0075,0.092158,0.07654
Zone_DH130,339,831,0.007252,0.0614,0.0573,4.9027,5,2,98.82,99.71,0.0059,3.6867,24.0,1.3035,0.007295,0.007295,2.0337,0.067574,0.039912,0.7072,0.054141,0.002959,0.0575,0.0073,0.102455,0.057495
Zone_DH131,326,744,0.007022,0.0508,0.044,4.5644,12,4,92.94,97.85,0.0123,3.4214,24.0,1.3292,0.007255,0.007255,1.7337,0.066194,0.03835,0.7568,0.055716,0.003135,0.0449,0.0072,0.105618,0.044932
Zone_DH132,261,552,0.008134,0.042,0.0262,4.2299,17,7,75.1,95.02,0.0268,3.4294,20.0,1.238,0.008783,0.008783,1.8439,0.067501,0.039165,0.715,0.063197,0.004032,0.0276,0.0087,0.117992,0.027554
Zone_DH133,244,554,0.009344,0.0607,0.0423,4.541,11,6,53.69,97.13,0.0246,3.6702,19.0,1.2164,0.009833,0.009833,1.7236,0.060472,0.03109,0.6884,0.064638,0.004219,0.0436,0.0098,0.111427,0.045007
Zone_DH134,314,772,0.007855,0.0333,0.026,4.9172,9,5,87.9,87.9,0.0159,3.6868,30.0,1.693,0.009302,0.009302,1.5637,0.062095,0.058422,0.7305,0.059916,0.003623,0.0296,0.0093,0.099949,0.030797
